months_active,bill_payment_ratio,qr_transaction_consistency,airtime_topup_frequency,psychometric_score,network_trust_score,avg_transaction_value,transaction_volatility,days_since_last_transaction,community_fraud_flag,risk_band
24,0.7698623360361777,0.5661745056065572,0.44594176912511074,4.466774440921145,0.7374938440263257,8450,0.21601003485858156,24,0,2
39,0.5587015663084991,0.5717222863809829,0.35716412026825933,4.215528291572059,0.7439364659256651,18391,0.29660830502595786,5,0,2
2,0.48623105695744523,0.6664812742835398,0.19749332248865606,3.7248340961303597,0.4160599301023532,14753,0.2575855608400111,42,0,1
11,0.5588515416390325,0.7357764436554515,0.5172771430774072,4.141680473409702,0.43232475249938074,22933,0.2658186284448977,24,0,2
3,0.45665653349936386,0.4118649400670849,0.07591546302310968,2.9410845123115195,0.37653190647521356,3016,0.7495196982926884,45,1,0
7,0.6782540267071103,0.8274116550405212,0.58439698030138,3.9107127403882362,0.44943159439343383,18944,0.46393131593032677,1,0,2
24,0.7017086821671794,0.8089738304284676,0.9865488740351732,3.2504671408656542,0.5358108966048916,31753,0.17630130296442909,11,0,3
9,0.6572095986073374,0.6941017463634871,0.59484686266378,3.3342246487399394,0.31710764668537994,11230,0.3671601611146324,30,0,1
8,0.7577209137942682,0.5272543601992714,0.5719763723023521,3.808155105911495,0.3204757660747399,28267,0.5576521048457133,15,0,2
25,0.7283471730672122,0.8762240929782562,0.9742916774257169,3.210735067905612,0.4773092272001529,10684,0.21569032438703734,15,0,3
12,0.4517851962248007,0.6304652412893479,0.156829941717646,2.358625434641664,0.16777593877452754,5017,0.8340275174650703,16,1,1
0,0.5263369043406709,0.2965958787789729,0.24879122708659707,2.8900438350704776,0.1588865208303897,10932,0.9813644263045598,65,0,0
16,0.49092346662133485,0.8386606193544622,0.7966814968037916,2.8192655135468803,0.5911977542042515,26841,0.5176857877260677,1,0,2
5,0.2601181163199752,0.2835208906690763,0.33593005766654715,2.727069748109381,0.38403273021311557,13914,0.3701325614731996,35,0,1
19,0.4568465627331011,0.5235899085489879,0.473761147619509,2.68936198100959,0.41962943137573194,27473,0.45707582874752994,5,0,2
11,0.7137993574665853,0.9215907917603591,0.5811909473311605,3.1900233979846093,0.9028913101311546,42852,0.030665477821641307,3,0,3
5,0.35796910201006754,0.39929983135922786,0.5865178007630684,3.422682955096607,0.5136211597849895,5405,0.8315452782748227,36,0,1
11,0.4549320113357739,0.5470085857622151,0.580967227056699,2.774606750283209,0.5459339109586034,15765,0.4763807577503967,6,0,2
19,0.5007736100210423,0.45713022615670773,0.40310271197871866,3.528904868803079,0.6742031722025189,22059,0.19443546010266996,3,0,2
9,0.7026865941312137,0.21010876007389873,0.5570259632107148,2.5740986649264066,0.28267123740346656,17215,0.7781747578080581,12,1,1
43,0.8907246509836291,0.8679669858200156,0.9933464901785808,3.8485937717697762,0.9890792159563766,10166,0.272252884524614,15,0,3
3,0.03626748843260779,0.44198456472364883,0.0742259973411847,1.7779169712558747,0.3143745999244928,7736,0.9262958812108066,32,0,0
12,0.04439781752060294,0.15952201567683133,0.0011491147206286801,2.4173694376201906,0.3280198552731167,5261,0.9710398654146556,43,0,0
25,0.8316764771740792,0.45372859750469885,0.7369733213825342,2.5078282114707813,0.37527229403111234,6060,0.3681698818681939,3,0,2
26,0.5033641018933548,0.5814371385405535,0.42980811274688424,3.4848035184086714,0.3878919079151909,12559,0.4390534830258387,15,0,2
35,0.7215791466103748,0.8056058738347724,0.599384442952156,2.6263765585490324,0.7981484021226128,15465,0.15825362929582543,2,0,2
17,0.7029759595973222,0.6702006861310927,0.6433982970899483,3.597034963603397,0.6411322806778481,10899,0.6815031537052751,18,0,1
9,0.5309917580697259,0.17932279920076238,0.278739699270546,1.89710971209141,0.29362472127412703,8411,0.4451157086210539,41,1,0
6,0.2863298992416396,0.06777244180575742,0.2878659279715962,1.6826692016624365,0.21354589190167816,6714,0.4258485820035549,88,0,0
13,0.2615427402758851,0.37959670119459077,0.4839301111198402,2.0176341946837457,0.5422550678387765,10441,0.8148467088511007,20,0,1
7,0.3264435578239991,0.47351407321222383,0.24325550625202988,2.9146686820425742,0.2599671569152906,7716,0.690464188528676,31,0,1
9,0.5444718242536744,0.5633674181766712,0.5446502245540751,2.180655025644545,0.3308226638775098,17730,0.5100285088689644,41,1,1
53,0.9887908179039381,0.8293177512717602,0.5146972228782536,4.668606731909535,0.46776592504670417,3340,0.30153215308525827,14,0,3
22,0.715633313700669,0.21874397843482968,0.49123953311843094,3.711292018481675,0.6298634190194806,6872,0.7704424679347405,26,0,1
10,0.45077256584285136,0.7413568420133277,0.5876306364194355,4.11885497692563,0.4623043990484723,17551,0.40064410526878536,9,0,2
7,0.49758579612333315,0.27052989974614855,0.5510312796554016,3.210664898959151,0.3898159780997634,1854,0.6431394907458065,13,0,1
4,0.88124521453726,0.8709671482210443,0.35316931158086384,4.173459372287572,0.37246626355475027,23904,0.6422574624335098,1,1,2
19,0.47862390855676185,0.7137216496213216,0.7701112052030102,3.710888970610685,0.6853459853801169,2646,0.330966276941531,8,0,2
8,0.5182773355053997,0.2707744254939117,0.632742828503967,3.006333789975913,0.4327694573098301,10762,0.49889840313337236,14,0,1
54,0.7081754011682385,0.7015554256173218,0.7411781907757957,3.4472288689926227,0.7347884432695839,8906,0.44803755589728667,16,0,3
40,0.8780196701502259,0.797592594852345,0.8783179018924674,4.619059951536883,0.7393299789528642,9588,0.4221243512029092,19,0,3
23,0.45316151592278964,0.2082685622803354,0.2547099084001404,1.6929758462048554,0.5657178096463555,1080,0.4969069617395262,3,0,1
39,0.5307819607038844,0.7131884586434714,0.5676608704160573,3.0481663912819914,0.6857848630279131,18243,0.3335734568301522,13,0,2
29,0.7935134229614376,0.5834237962364741,0.6189345979410052,4.449539686840826,0.3358658689074542,23676,0.2515018505759936,20,0,2
13,0.26539155111882007,0.6256411061082654,0.20193689513940524,1.9476481885674166,0.5503464004583656,11277,0.6420591545046173,17,0,1
17,0.6809428781779763,0.9352427852713183,0.6977575849245077,4.258597612021473,0.4523076806990987,46949,0.41770391542106294,17,0,3
28,0.771917811558619,0.8864716298931808,0.6960756057225983,4.264030972040837,0.6611082395532141,49737,0.24928539975285458,0,0,3
38,0.5298401193701039,0.6479812440900522,0.4119803444995139,4.248218236051661,0.7360805759847533,9634,0.31912025663518345,17,1,2
5,0.4801634923889164,0.2577783494181694,0.5423871605813947,3.6464949354359635,0.5848796247838441,5563,0.4621827178840662,25,0,1
15,0.9019594293116979,0.5660122518281292,0.41948709089264585,4.4411093414569915,0.6897764343976309,22102,0.4443957405866421,23,0,2
19,0.557321409467443,0.6498798076841287,0.26669772586420337,1.9010204275970048,0.3151788443495305,14888,0.31206109998925735,6,1,1
19,0.5701995397277012,0.7235381763639792,0.35219078344497645,3.1913138710837186,0.4181682951343756,3909,0.5930600714926125,16,1,2
12,0.6979549150297274,0.5171908290433155,0.4787404649140673,2.749913132168036,0.6466909503074276,22895,0.31696654724112794,14,0,2
12,0.9804880589938085,0.9514516461493753,0.5946107698925029,4.29321182684572,0.579666106295132,37285,0.28590458180357686,18,0,3
15,0.4970628705706353,0.6383026391852992,0.35137680937372096,1.9957495557404543,0.3999111288742945,18997,0.4232976579517652,37,0,1
13,0.4049677587895009,0.15737824643038456,0.27904928940727075,1.2693178532483704,0.18012465333651606,12834,0.9029152208701504,83,1,0
14,0.5386708625981851,0.3526907409842318,0.46214520039163487,2.9932582855273324,0.381267471647853,6276,0.5970839506011314,41,0,1
9,0.36534243742707573,0.3277448117665005,0.27355902642312346,2.297586231174335,0.4400602031658124,2772,0.9242942424120041,26,1,0
21,0.37701057454778136,0.5108147890216067,0.2414468861645996,3.5039276875200076,0.20513836413828343,18470,0.41949930210840425,13,0,1
42,0.8500155588217537,0.9346259253169331,0.580412734539095,4.650572216465793,0.6760973586930639,42758,0.30307328246673987,3,1,3
0,0.22543437620155887,0.09315480875122512,0.2744419132153601,1.7455054401343462,0.4186381108440997,5918,0.819811851960861,49,1,0
23,0.6765067794939628,0.655798443280137,0.22223784829730267,1.6786465505275288,0.5909937953830648,14467,0.36360863417791517,34,0,1
8,0.4816671296153051,0.4629081427860594,0.7102412473070365,3.719378122499136,0.7609937379825863,20074,0.5085943477541376,9,0,2
8,0.42320629694624384,0.3005812688555335,0.1871505959454878,1.7500825889898037,0.007236038882657686,8812,0.9655888650596506,35,0,0
6,0.22752744505645214,0.08976962609979638,0.12355728779238367,2.369706006656415,0.44743483521181737,4417,0.9149070317863774,70,0,0
31,0.6450314049574498,0.6943129173294487,0.6527742604641935,2.6202171121567917,0.7622471413870264,27104,0.48235805283676625,15,0,2
17,0.6359027342391173,0.35001524029774833,0.618386974761501,2.303729573802345,0.46269881494020637,17355,0.34217891223596,12,1,1
26,0.8594882648773667,0.7001037400150903,0.5380477984779244,2.7856918151838475,0.7559107968183714,27128,0.4761136668549488,18,0,2
21,0.733929962040708,0.4290334695364456,0.18351403951876136,3.00786608786313,0.23205721979789515,18314,0.3439047394482739,24,0,1
5,0.8618104647866913,0.6381005084879598,0.7460696298096166,3.2752492504049187,0.717967745008254,22043,0.34242119079009775,16,0,2
5,0.407392811858479,0.6028184626374591,0.5313430852273042,1.6214966823135144,0.3852161238316206,15378,0.5476179365521265,3,0,1
20,0.5123442060467387,0.4200721032689684,0.1710752084814671,2.9856080107326823,0.2773793975999227,11932,0.633634531541801,22,0,1
13,0.827525105192459,0.6736871832422531,0.553078329729938,3.778590945330915,0.6768050657389936,10907,0.14355252500974422,10,0,2
7,0.34418881179167704,0.06061343467011476,0.20731454448574424,2.30291837143214,0.12862716509876795,12689,0.43189245126224785,65,0,0
23,0.32964151867472924,0.6271338463287652,0.20714564291842827,1.9463239245648913,0.19268438966328263,5480,0.5773446080472671,28,0,1
33,0.8882697940872069,0.44346854444844186,0.7587562446093543,3.588059930589151,0.5787146396321599,6019,0.5386483634426629,13,0,2
16,0.5484442116694702,0.6952310223317495,0.7161696218407886,3.0582882664446087,0.6470361667654922,18877,0.617624571667746,22,1,2
5,0.19326608886448193,0.19111535400875235,0.36587967716505093,1.0798553176103425,0.03610285322296758,3641,0.43141267011147927,86,0,0
7,0.5063440361644057,0.651779651848641,0.4584428916304081,2.160913422006592,0.21077831475913453,8963,0.8394684142282448,29,0,1
21,0.5562447535485417,0.6709872160717951,0.3689988739477771,2.2442284892908773,0.48671040012343525,3123,0.5585958873459154,26,0,1
23,0.7382413881004355,0.5001093055309846,0.21371039167969955,1.647023277641459,0.18122467783339088,9871,0.8347655265179449,8,0,1
9,0.7676078076607552,0.7339815841315578,0.5458817258844353,4.2628206646465,0.6928345749389095,6578,0.13667526519966353,19,0,2
34,0.922160799307329,0.6878042100323835,0.5819997404947486,4.238995502815175,0.8791559634296507,5169,0.33717448951173445,17,0,3
18,0.3549659158367422,0.482908996429734,0.24280203197771658,2.8344056505320276,0.6475263762396236,6318,0.42871000677166166,15,0,1
54,0.8933938930873266,0.7631937981459379,0.7854522509220822,3.0457876499522403,0.7361093550249471,21990,0.3628136001372079,15,0,3
23,0.939754151325656,0.9071118005771355,0.6920453057456248,4.285151937894379,0.8890710306882208,14190,0.4210372186992896,0,0,3
9,0.6486483358808104,0.8457265031347064,0.6085619888983458,3.038835778659143,0.3566348765323429,25323,0.501727564084986,23,0,2
8,0.3758942266734422,0.4996896111305508,0.6251420250852427,2.2234560244877226,0.5501624297032446,19776,0.4493040757188142,10,0,1
19,0.4716496399305294,0.5105532278477812,0.36559281941630767,3.8330516635707674,0.7808010127874394,25426,0.4056376732155703,24,1,2
9,0.5750189157535492,0.6282225309611777,0.7911175435174247,2.896006060615107,0.6228796461306529,2672,0.5992987217775725,1,0,2
9,0.6449340536898714,0.5381168675202387,0.6397253815564119,3.2354036070787986,0.41821477294917886,11766,0.30967695847131393,22,0,1
3,0.11641895485247679,0.162323695001938,0.18130302496395256,1.2359744166487905,0.045826803719909735,14652,0.8203592865688969,38,1,0
15,0.9174535348465722,0.45483382652387,0.37078841744073293,4.440877097768195,0.5427488201413317,16210,0.6462347569745883,23,0,2
50,0.9811680900085915,0.682231923350255,0.9340271612661464,3.8927047023952843,0.7289923502358546,9031,0.4555343513836918,1,0,3
12,0.7415744884981489,0.58040918328735,0.5196534703814351,4.248950206567285,0.42549360315803536,6761,0.404770793915751,22,0,2
5,0.5428904336778312,0.8618090099992133,0.48497232040912863,2.885382189385936,0.3097231292097733,24421,0.29290551412236987,4,0,2
7,0.8939237695523352,0.7357084983584764,0.9706187521161933,4.15032670099325,0.569458539211907,47014,0.49082666192622393,2,0,3
23,0.31428863039843924,0.46504424845721193,0.6371212627608682,1.963920481988816,0.5986020654658957,7168,0.8420864090792535,31,0,1
22,0.4779579685110569,0.6736421615448839,0.2719195498479702,2.4049016257047784,0.3214675579183527,2830,0.7688066515513902,17,0,1
4,0.6859438529374157,0.5220443972746867,0.6684889434224293,3.980035600316426,0.5036911395595702,20602,0.14546687089259827,20,0,2
35,0.7537785502767295,0.9223459546964574,0.9264109108459506,3.1809633905741013,0.45512253262602687,9317,0.02208096808891563,15,0,3
12,0.2717151210767779,0.07829068808948192,0.17282132224088598,1.496636966049685,0.07239751548392652,5790,0.6360102559381976,75,1,0
13,0.8017322581532598,0.6010843597657318,0.9487180740231019,4.0988284768609065,0.9051822228980252,43583,0.42111537317197395,16,0,3
16,0.9149784207148596,0.8732735425781926,0.5407632447762134,3.8095968581703996,0.5258517686102089,39575,0.41469581347925627,8,0,3
11,0.7991320162664294,0.6662053269711895,0.8574620201011238,3.7650525604880167,0.9804137066729651,15336,0.13362631489679766,19,0,3
22,0.4589043395859467,0.7489009149470904,0.4103112024435463,3.958830897453081,0.6529952014809968,4287,0.16072522372219944,15,0,2
